function_name,kind,source_file,source_module,starting_line,ending_line,doc_block_start_line,move_block_start_line,nested_in_parent,target_file,target_module,target_module_purpose,referenced_by_n_files,referenced_by,possibly_referenced_by_n_files,possibly_referenced_by,documentation
SYDR,function,src/sediment/SYmod.f90,SYmod,1446,1517,1403,1403,False,src/sediment/sy_transport_capacity.f90,sy_transport_capacity,"Transport-capacity, critical-shear and settling-velocity relations.",0,,0,,"!> Returns a percentile grain diameter from a discrete size distribution.
!>
!> `SYDR` is used where the sediment routines need a representative diameter
!> from a discrete size distribution, for example bed-material \(D_{16}\),
!> \(D_{50}\), and \(D_{84}\) in [[syackw]], or soil median diameter in
!> [[syinit]]. `D(1:N)` contains the particle diameters. The corresponding
!> distribution weights are read from `F`, but only every `INCF`-th element is
!> relevant:
!>
!> \[
!>   w_i = F(1 + (i-1)INCF),\qquad d_i = D(i).
!> \]
!>
!> `FSED` is the requested fraction in the range 0-1 rather than a percentage.
!> The code treats the discrete distribution as values located at the supplied
!> diameters and integrates with trapezoidal midpoints. With total weight
!> \(W=\sum_i w_i\), it searches for the first interval whose doubled
!> cumulative midpoint sum exceeds
!>
!> \[
!>   2FSED\,W .
!> \]
!>
!> It then linearly interpolates between the two bracketing diameters:
!>
!> \[
!>   d = d_{hi} - (d_{hi}-d_{lo}){S-2FSED\,W\over w_{lo}+w_{hi}},
!> \]
!>
!> where \(S\) is the doubled cumulative midpoint sum at the selected interval.
!> A zero requested fraction or null distribution returns zero.
!>
!> @note The routine assumes the supplied distribution weights are non-negative
!> and ordered with increasing diameters. It does not normalise or validate the
!> weights; upstream input checks are responsible for valid sediment
!> distributions.
!> @endnote
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2026-04-06 | SvB | 4.6.1 | Replaced the `GOTO`-driven search loop with `EXIT search_loop`. |
!> @endhistory"
SYENGH,subroutine,src/sediment/SYmod.f90,SYmod,1555,1622,1519,1519,False,src/sediment/sy_transport_capacity.f90,sy_transport_capacity,"Transport-capacity, critical-shear and settling-velocity relations.",0,,0,,"!> Calculates Engelund-Hansen channel transport capacity.
!>
!> This is the `ISACKW = 0` channel-capacity option used by [[sycltr]]. As in
!> the manual, it applies only to non-fine sediment fractions
!> (`NFINE+1:NSED`); fine sediment is capacity-limited separately by `FPCRIT`.
!>
!> The routine zeroes `GSED`, then loops over the two link ends and adds a
!> contribution only where the selected face is outflowing and the link is wet.
!> Link orientation is handled through `LINKNS`, so the upstream/downstream end
!> is mapped to the correct `QOC` and `SLOPEJ` face.
!>
!> For each outflowing end, with discharge \(Q\), bed slope \(S\), channel
!> width \(w\), water depth \(h\), representative particle diameter \(d_s\),
!> and relative submerged density \(R=\rho_s/\rho_w-1\), the implemented
!> Engelund-Hansen capacity increment is
!>
!> \[
!>   \Delta G_s =
!>   {0.05\,Q^2S^{3/2}\over \sqrt{g}\,R^2\,w\sqrt{h}\,d_s}.
!> \]
!>
!> `GSED(link,s)` is the sum of \(\Delta G_s\) over outflowing ends of that
!> link. [[sycltr]] later converts this streamwise discharge capacity into a
!> notional concentration capacity and applies `FPCRIT`.
!>
!> @note The implemented formula uses `SLOPEJ**1.5` directly for each outflowing
!> end. It relies on the upstream water-interface calculations and validation to
!> provide non-negative channel slopes for active outflows.
!> @endnote
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2026-04-05 | SvB | 4.6.1 | Replaced the `ALINIT` zeroing of `GSED` with a whole-array slice assignment. |
!> | 2026-04-07 | SvB | 4.6.1 | Replaced the runtime ""first call"" caching of `KG_syengh` with a compile-time `PARAMETER`. |
!> @endhistory"
SYERR0,subroutine,src/sediment/SYmod.f90,SYmod,1648,1750,1624,1624,False,src/sediment/sy_validation.f90,sy_validation,Consistency checks on sediment input and state.,0,,0,,"!> Checks scalar dimensions and file units passed through the water-sediment interface.
!>
!> `SYERR0` is the first consistency guard for the sediment component. It
!> verifies that the static workspace dimensions supplied by the water model can
!> contain the sediment arrays before any `SY` input is read or state is
!> initialised.
!>
!> The checks require:
!>
!> | Quantity | Required relation |
!> |:---------|:------------------|
!> | `NELEE` | `>= max(NEL,NV,NX*NY)` |
!> | `NLFEE` | `>= max(1,NLF)` |
!> | `NLYREE`, `NSEDEE` | both `> 0` |
!> | `NSEE` | `>= NS` |
!> | `NVEE` | `>= NV` |
!> | `NXEE` | `>= NX` and `<= 9999` |
!> | `SPR`, `SYD` | both non-negative unit numbers |
!> | `NLF` | `0 <= NLF < NEL` |
!> | `NS`, `NV`, `NX`, `NY` | all `> 0` |
!>
!> Each failed relation is reported through `ALCHKI` on the sediment print unit
!> `SPR`. If any failures are found, the routine raises fatal error 2000 before
!> returning."
SYERR1,subroutine,src/sediment/SYmod.f90,SYmod,1787,2070,1752,1752,False,src/sediment/sy_validation.f90,sy_validation,Consistency checks on sediment input and state.,0,,0,,"!> Checks static water-flow arrays required by the sediment component.
!>
!> `SYERR1` validates the static and initial water-model data that the sediment
!> routines rely on after [[syerr0]] has confirmed the workspace dimensions.
!> These checks protect the later erosion, routing, and bed-update routines from
!> invalid topology, out-of-range soil/vegetation indices, and non-physical
!> geometry.
!>
!> Main validation groups:
!>
!> | Group | Checks performed |
!> |:------|:-----------------|
!> | Element indexing | `ICMXY` and, when banks exist, `ICMBK` define exactly the expected column/bank elements with unique element identities. |
!> | Face adjacency | `ICMREF` neighbours are in range and regular element faces reflect back to the originating element and face. |
!> | Branch adjacency | `ICMRF2` branch references are unique, in range, and mirrored consistently through `ICMREF`. |
!> | Bank-neighbour topology | Each banked link has at least one neighbouring grid element when explicit banks are enabled. |
!> | Soil state | `THSAT(soil) <= 1`. |
!> | Channel geometry | `CLENTH >= 0`, `CWIDTH > 0`, `ZBFULL >= ZGRUND`, and `ARXL >= 0` for each link. |
!> | Column geometry/state | `DXQQ > 0`, `DYQQ > 0`, `HRF >= ZGRUND`, valid `NLYR`, valid top-layer soil type `NTSOIL(iel,NLYR)`, and valid vegetation type `NVC`. |
!> | Element geometry | `AREA > 0` and all face distances `DHF > 0`. |
!>
!> @note Bank-neighbour checks use the bank face normal to the link:
!> `FACE = 2*BANK`, decremented for north-south links, and require at least
!> one active grid neighbour across the two banks of each channel link.
!> @endnote
!>
!> Each failed relation is reported through `ALCHK` or `ALCHKI` on the sediment
!> print unit `SPR`. If any failures are found, the routine raises fatal error
!> 2001 before returning.
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2026-05-03 | SvB | 4.6.1 | Replaced an uninitialised local `IUNDEF` ""don't care"" argument to `ALCHK`/`ALCHKI` with an explicit `PARAMETER = 0`. |
!> @endhistory"
SYERR2,subroutine,src/sediment/SYmod.f90,SYmod,2111,2431,2072,2072,False,src/sediment/sy_validation.f90,sy_validation,Consistency checks on sediment input and state.,0,,0,,"!> Checks sediment input arrays and category assignments.
!>
!> `SYERR2` validates the sediment data read from the manual's `SY11`-`SY64`
!> input groups after the water-sediment interface has been checked. It also
!> normalises several scalar values through the local `IDUM`/`DUMMY` work arrays
!> after `ALCHK`/`ALCHKI` have applied bounds.
!>
!> Main validation groups:
!>
!> | Group | Checks performed |
!> |:------|:-----------------|
!> | Control scalars | `NEPS >= 1`, `FPCRIT >= 0`, `DLSMAX >= 0`, and enough `NELEE` workspace for sediment work arrays. |
!> | Channel-only controls | When links exist, `0 <= ISUSED <= 1`, `0 <= NFINE <= min(1,NSED-1)`, `ALPHA >= 0` if fines exist, and `DCBEDO >= 0`. |
!> | Particle sizes | `DRSED(1) > 0` and subsequent representative diameters are non-decreasing. |
!> | Soil properties | `GKR >= 0`, `GKF >= 0`, `RHOSO > 0`, `BKB >= 0` for channel runs, and each `SOSDFN` row is non-negative and sums to 1 within tolerance. |
!> | Vegetation/drip properties | `XDRIP >= 0`, `DRDRIP > 0`, and `FDRIP >= 0`. |
!> | Link properties | Bank soil type `NTSOBK` is in `1:NS`, and bed porosity satisfies `0 <= PBSED < 1`. |
!> | Column properties | `FCROCK <= 1`, `FCG <= 1-FCROCK`, and loose-sediment porosity `0 <= PLS < 1`. |
!> | Initial state | `DLS >= 0`, all `FBETA >= 0` with each element summing to 1, and all mobile concentrations `FDEL >= 0`. |
!> | Boundary metadata | If sediment boundary records exist, category storage is large enough, boundary elements and faces are valid external faces, category numbers are in range, `GBC >= 0`, `ABC >= 0`, `BBC > 0`, and selected boundary file/unit references are non-negative. |
!>
!> The manual notes that sediment boundary-condition routines are not yet
!> implemented; this routine still validates `SY61`-`SY64` metadata and rating
!> coefficients so invalid input is caught consistently. If any failures are
!> found, fatal error 2000 is raised before returning.
!>
!> @note The workspace check labelled `NELEE` compares the required sediment
!> workspace with `NXEE*NYEE` stored in `IDUM`, not directly with the `NELEE`
!> argument. Later guarded sections still use `NELEE` to avoid overrunning
!> local arrays.
!> @endnote
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2026-05-04 | SvB | 4.6.1 | Changed the local `RDUM` workspace from an automatic array sized `NXEE*NYEE` to `ALLOCATABLE`, to reduce stack usage. |
!> | 2026-05-03 | SvB | 4.6.1 | Replaced an uninitialised local `IUNDEF` ""don't care"" argument to `ALCHK`/`ALCHKI` with an explicit `PARAMETER = 0`. |
!> | 2026-09-05 | SvB | - | Added STAT= and ERRMSG= reporting for all (de)allocations. |
!> @endhistory"
SYERR3,subroutine,src/sediment/SYmod.f90,SYmod,2471,2684,2433,2433,False,src/sediment/sy_validation.f90,sy_validation,Consistency checks on sediment input and state.,0,,0,,"!> Checks time-dependent water-flow values before a sediment timestep.
!>
!> `SYERR3` validates the current water-model state passed to the sediment
!> component. It is called at runtime, after the static interface checks, to
!> catch non-physical transient values and routing-order inconsistencies before
!> erosion and sediment advection use them.
!>
!> Main validation groups:
!>
!> | Group | Checks performed |
!> |:------|:-----------------|
!> | Time step | `DTUZ >= 0`. |
!> | Vegetation state | `CLAI >= 0` and `0 <= PLAI <= 1`. |
!> | Link state | `ARXL >= 0` for active links. |
!> | Column water inputs | `DRAINA >= 0` and `DRAINA <= PNETTO` within tolerance. |
!> | Element water level | `HRF >= ZGRUND`. |
!> | Flow consistency | Adjacent regular faces must not both discharge into each other (`status=1`), branch outflows must have a receiving neighbour (`status=2`), and donor elements must precede receptors in `ISORT`. |
!>
!> Face outflow is interpreted as
!>
!> \[
!>   Q_{out}(iel,face) = \operatorname{sign}(1,2-face)\,QOC(iel,face).
!> \]
!>
!> With the implemented Fortran `SIGN` rule, positive `QOC` is outflow on faces
!> 1 and 2, while negative `QOC` is outflow on faces 3 and 4.
!>
!> The routine builds `JSORT`, the inverse of `ISORT`, and `JMIN`, the earliest
!> receptor position required by each donor. Any flow-order failure is reported
!> with `ALCHKI`. If errors are found, the relevant transient arrays are written
!> to `SPR`, then error 2003 is raised before returning.
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2026-04-06 | SvB | 4.6.1 | Replaced the `GOTO 640` non-discharge-face skip with `CYCLE element_loop`, and the legacy statement function used to evaluate face outflow with the internal `FUNCTION` `FNQOUT`. |
!> | 2026-05-03 | SvB | 4.6.1 | Replaced an uninitialised local `IUNDEF` ""don't care"" argument to `ALCHK`/`ALCHKI` with an explicit `PARAMETER = 0`. |
!> @endhistory"
FNQOUT,function,src/sediment/SYmod.f90,SYmod,2678,2682,2677,2677,True,src/sediment/sy_validation.f90,sy_validation,Consistency checks on sediment input and state.,0,,0,,"!> Outflow rate at one element/face, positive for outflow (see the routine's face-sign note)."
SYFINE,subroutine,src/sediment/SYmod.f90,SYmod,2747,2813,2686,2686,False,src/sediment/sy_hillslope.f90,sy_hillslope,"Hillslope detachment, overland routing and fine-sediment exchange.",0,,0,,"!> Evaluates fine-sediment settling, infiltration, and armouring limits.
!>
!> `SYFINE` implements the manual's special handling for the single fine
!> sediment fraction (`NFINE = 1`) in channel links. Fines are not assigned a
!> non-fine transport formula; instead [[sycltr]] limits their mobile
!> concentration by `FPCRIT`, and this routine supplies the settling,
!> infiltration, and armouring limits used later by [[sylink]].
!>
!> On the first call, the fine-particle settling velocity is cached from
!> Stokes' law:
!>
!> \[
!>   w_s = {d_f^2 g(\rho_s-\rho_w)\over 18\rho_w\nu},
!> \]
!>
!> where \(d_f\) is `DRSEDF`. For each link, [[sycrit]] is called with the
!> Shields option to obtain the fine-particle critical shear \(\tau_c\). The
!> amount of fine material that can be present in the active upper bed layer is
!>
!> \[
!>   VCFMAX =
!>   AREA\left[
!>     DCBF
!>     + FDELF\,w_s\,\Delta t\,
!>       {\max(\alpha\tau_c-\tau,0)\over \alpha\tau_c}
!>   \right],
!> \]
!>
!> with the settling increment omitted when \(\alpha\tau_c = 0\). This is the
!> existing fine depth in the upper layer plus the amount that can settle under
!> the manual ratio `ALPHA` of settling to resuspension critical shear.
!>
!> The armouring flag is set when bed shear is not strong enough to move the
!> fine material:
!>
!> \[
!>   BARM = (\tau \le \tau_c).
!> \]
!>
!> Potential infiltration into the lower bed layer is allowed only while the
!> fine fraction in the bed is below `FBIC`. If so, it is limited to the mobile
!> fine concentration above the manual threshold `FICRIT`, converted from pore
!> concentration using bed porosity:
!>
!> \[
!>   VINFMX =
!>   w_s\,AREA\,\Delta t\,
!>   \max\left(FDELF - {FICRIT\over 1-PBSED},0\right).
!> \]
!>
!> Otherwise `VINFMX` is zero.
!>
!> @note The settling velocity is saved after the first call. The caller must
!> treat `DRSEDF` as fixed for the simulation, which matches the static
!> sediment-size input.
!> @endnote
!>
!> @note `DUM` is passed to [[sycrit]] as its clay-fraction argument without
!> being set first. This is harmless: [[sycrit]] is called here with `FLAG=0`
!> (the Shields option), which never reads that argument.
!> @endnote"
SYINIT,subroutine,src/sediment/SYmod.f90,SYmod,2863,2990,2815,2815,False,src/sediment/sy_input.f90,sy_input,Reads and initialises the sediment data groups.,0,,0,,"!> Initialises sediment state arrays on the first SY pass.
!>
!> `SYINIT` builds the saved sediment state used by the first sediment time
!> step. It does not read input; it converts already checked SY and WAT arrays
!> into active-layer depths, old-water storage, and per-soil representative
!> sediment sizes.
!>
!> Initialisation groups:
!>
!> | Group | Action |
!> |:------|:-------|
!> | Erosion/source arrays | Zeros column surface erosion `GNU`, link bank erosion `GNUBK`, bed deposition accumulator `ARBDEP`, and infiltration accumulators `GINFD`/`GINFS`. |
!> | Flow-memory arrays | Copies current channel cross-sectional area `ARXL` to `ARXLOL`, sets bankfull depth `DBFULL = ZBFULL - ZGRUND`, and zeros every `QSED(:,sed,face)`. |
!> | Channel bed state | Splits each initial bed depth `DLS(link)` into an active upper layer limited by `DCBEDO` and a lower layer containing the remainder. |
!> | Land-column state | Stores initial surface-water depth `DWATOL = HRF - ZGRUND` for each non-channel element. |
!> | Soil-size summary | Uses [[sydr]] at percentile `0.5` to derive the median representative diameter `DRSO50(soil)` from `SOSDFN` and `DRSED`. |
!>
!> For channel links, the active and lower bed depths are
!>
!> \[
!>   DCBED = \min(DLS, DCBEDO),
!>   \qquad
!>   DDBED = \max(DLS-DCBED,0),
!> \]
!>
!> and each class receives its initial share through
!>
!> \[
!>   DCBSED_s = DCBED\,FBETA_s,
!>   \qquad
!>   DDBSED_s = DDBED\,FBETA_s .
!> \]
!>
!> The conversion factor `FETA` maps eroded in-place soil solid volume to
!> settled sediment volume. It uses bank soil porosity for links and top-layer
!> soil porosity for land elements:
!>
!> \[
!>   FETA_{link} = {1-THSAT(NTSOBK)\over 1-PBSED}, \qquad
!>   FETA_{col} = {1-THSAT(NTSOTP)\over 1-PLS}.
!> \]
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2026-04-05 | SvB | 4.6.1 | Replaced the `ALINIT` zeroing of `GNU`, `GNUBK`, `ARBDEP`, `GINFD`, `GINFS`, and `QSED` with array-slice assignment. |
!> | 2026-04-06 | SvB | 4.6.1 | Removed `GOTO`-driven control flow. |
!> @endhistory"
SYLINK,subroutine,src/sediment/SYmod.f90,SYmod,3076,3236,2992,2992,False,src/sediment/sy_channel.f90,sy_channel,"Channel routing, bed layers and bank erosion.",0,,0,,"!> Routes sediment through one channel link.
!>
!> `SYLINK` solves the channel-link sediment balance for one sediment time step
!> after [[sycltr]] has supplied capacity concentrations `CONCI` and advection
!> coefficients `QSDWAE`. Volumes are handled in settled-bed units using the bed
!> solid fraction
!>
!> \[
!>   f_b = 1 - PBSED .
!> \]
!>
!> Faces with positive `QWAT` are outflows; all other faces are treated as
!> inflows for sediment already stored in `QSEDE`. For each size class \(s\),
!> processed from largest to smallest, the incoming settled-volume rate is
!>
!> \[
!>   q_s^{in} = -{1\over f_b}\sum_{in} QSEDE_{s,f},
!> \]
!>
!> and the water volume available for suspended storage plus outgoing advection
!> is
!>
!> \[
!>   V_w = ARXL\,CLENTH + \Delta t\sum_{out} QSDWAE_{s,f}.
!> \]
!>
!> The settled sediment volume available before infiltration and armouring is
!>
!> \[
!>   V_{max,s} =
!>     FDEL_s\,ARXLO\,CLENTH
!>     + DCBSED_s\,AREA
!>     + \Delta t\left(q_s^{in}+EPSB\,SOSDF_s\right),
!> \]
!>
!> combining old suspended load, active upper-bed material, inflow, and bank
!> erosion. Non-fines have no infiltration or armouring in this routine. For
!> fines, infiltration is limited by [[syfine]]:
!>
!> \[
!>   V_{inf} = \min(VINFMX,\min(VCFMAX,V_{max,s})).
!> \]
!>
!> If `BARM` is true, a fraction of the remaining fine material can be armoured
!> according to the ratio of already processed non-fine material in the interim
!> and old active layers:
!>
!> \[
!>   V_{arm} =
!>   {\min(SUMN,SUMP)\over SUMN}\max(\min(VCFMAX,V_{max,s})-V_{inf},0),
!> \]
!>
!> with zero armouring when `SUMN` is zero. The transport supply is therefore
!>
!> \[
!>   V_{supply} = \max(V_{max,s}-V_{inf},0)-V_{arm}.
!> \]
!>
!> The suspended-plus-discharged volume is limited by supply and by the
!> notional capacity concentration from [[sycltr]]:
!>
!> \[
!>   V_{trans} =
!>   \min\left(V_{supply},\,{CONCI_s\over f_b}V_w\right).
!> \]
!>
!> The outputs for the next bed update and channel routing are then
!>
!> \[
!>   FDEL_s^{new} = {V_{trans}\over V_w},\qquad
!>   DCIPR_s = {\max(V_{max,s}-V_{inf},0)-V_{trans}\over AREA},
!> \]
!>
!> \[
!>   DDIPR_s = DDBSED_s + {V_{inf}\over AREA},\qquad
!>   QSEDE_{s,f}^{out} = QSDWAE_{s,f}FDEL_s^{new}f_b .
!> \]
!>
!> `GINFD` and `GINFS` both receive the fine infiltration rate
!> \(V_{inf}/\Delta t\); for non-fines this rate is zero.
!>
!> @note Only faces in the outflow list are overwritten in `QSEDE`. Inflow and
!> no-flow faces are read as incoming sediment fluxes and are left unchanged.
!> @endnote"
SYMAIN,subroutine,src/sediment/SYmod.f90,SYmod,3295,3656,3238,3238,False,src/sediment/sy_driver.f90,sy_driver,Sediment timestep driver and workspace allocation.,1,src/driver/run_sim.f90,0,,"!> Controls the sediment-yield component for setup and timestep execution.
!>
!> `SYMAIN` is the top-level driver for the optional `SY` sediment component.
!> Its interface is dimensioned with the shared array-size constants from
!> `SGLOBAL`/`AL.P` (`NELEE`, `NLFEE`, `NLYREE`, `NSEDEE`, `NSEE`, `NVEE`,
!> `NXEE`) because `NSED` is not known until the sediment input file is read
!> and channel arrays must remain valid when `NLF = 0`.
!>
!> On the first call (`PASS_symain = 1`) the routine performs setup:
!>
!> | Step | Routine/action |
!> |:-----|:---------------|
!> | Work arrays | [[initialise_symain_workspace]] allocates this routine's heap work arrays. |
!> | Interface dimensions | [[syerr0]] checks scalar bounds and file units. |
!> | Static water interface | [[syerr1]] checks topology, geometry, soil, and vegetation indices. |
!> | Column soil mapping | Stores the current top-layer soil type in `NTSOTP_symain`. |
!> | Sediment input | [[syread]] reads the manual `SY01`-`SY64` data groups. |
!> | Sediment validation | [[syerr2]] checks particle sizes, controls, properties, initial state, and boundary metadata. |
!> | Initial state | [[syinit]] initialises bed layers, loose sediment, concentrations, rates, and saved old-time water geometry. |
!>
!> On later calls it performs one water-flow time step. Optional dynamic input
!> checking is controlled by `ISSYOK`: values less than 1 disable checking;
!> otherwise [[syerr3]] runs on the first non-initialisation call and then every
!> `ISSYOK` water-flow calls. The check verifies the current water state and the
!> `ISORT` donor-before-receptor routing order.
!> [[sywat]] derives water-dependent depths, slopes, shear stresses, rainfall,
!> and confluence weights; [[syover]] and [[sybker]] calculate hillslope and
!> bank erosion.
!>
!> The water step is split into `NEPS` sediment substeps of length
!>
!> \[
!>   DTSY = DTUZ / NEPS .
!> \]
!>
!> In each substep, `QSED` is reset, boundary metadata is visited through
!> [[sybc]] when present, channel capacity/advection coefficients are prepared
!> by [[sycltr]], fine-sediment limits by [[syfine]], and elements are processed
!> in `ISORT` order. Link elements call [[sylink]]; land elements call
!> [[sycolm]]. Outgoing sediment fluxes are immediately copied to regular
!> neighbours through `ICMREF` or distributed through confluence branches with
!> `ICMRF2` and `FQCONF`. After all elements are routed, [[sybed]] updates the
!> two channel-bed layers, old water depths/cross-sectional areas are saved, and
!> the sediment clock is advanced before being reset exactly to `UZNOW`.
!>
!> @note The boundary-condition branch reflects the original intended structure,
!> but [[sybc]] is currently an empty routine in this source file. The input
!> metadata can be read and checked, but time-varying sediment boundary fluxes
!> are not implemented here.
!> @endnote
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2026-05-04 | SvB | 4.6.1 | Changed this routine's large work arrays (`CONCI`, `DCIPRM`, `DDIPRM`, `DRDROP`, `DUMSED`, `DWAT1`, `EPSB`, `FQCONF`, `IDUM1A`, `IDUM1X`, `LDUM`, `LRAIN`, `QSDWAT`, `QSEDB`, `QWATB`, `SLOPEJ`, `TAUJ`, `TAUK`, `VCFMAX`, `VINFMX`, `BARM`) from automatic (stack) local arrays to local `ALLOCATABLE`s, to avoid a stack-overflow crash on Windows for large models. |
!> | 2026-05-10 | SvB | 4.6.1 | Moved those work arrays to module scope, allocated once by [[initialise_symain_workspace]] (see that routine's own history and notes). |
!> @endhistory"
SYOVER,subroutine,src/sediment/SYmod.f90,SYmod,3711,3806,3658,3658,False,src/sediment/sy_hillslope.f90,sy_hillslope,"Hillslope detachment, overland routing and fine-sediment exchange.",0,,0,,"!> Calculates ground-surface (hillslope) erosion for each column element.
!>
!> `SYOVER` implements the manual's rainsplash-plus-overland-flow detachment
!> model. Detachment is suppressed once loose sediment reaches `DLSMAX`; this
!> is the `BTL 25.04.95` extension noted in the routine's history.
!>
!> For each vegetation type, a coefficient pair \((C,c)\) is selected by
!> canopy fall height `XDRIP` and drip diameter `DRDRIP`, giving the
!> per-drip momentum factor
!>
!> \[
!>   TGMD =
!>   {\pi\rho_w^2g\over 6}\,c\left(1-e^{-2\,XDRIP/c}\right)DRDRIP^3\,FDRIP .
!> \]
!>
!> For each land element, a rainfall-intensity class selects coefficients
!> \((a,b)\) for the direct-rainfall momentum term, and the drip-momentum term
!> reuses `TGMD` scaled by the canopy-drip rainfall `DRAINA`:
!>
!> \[
!>   GMR = (1-FCC)\,a\,LRAIN^b,\qquad GMD = TGMD\times DRAINA .
!> \]
!>
!> Rainsplash detachment attenuates with ponding depth relative to the median
!> drop diameter `DRDROP`:
!>
!> \[
!>   DR = GKR\,e^{-\max(0,\,DWAT1/DRDROP - 1)}\,(1-FCG-FCROCK)\,(GMR+GMD).
!> \]
!>
!> Overland-flow detachment uses the critical shear stress from [[sycrit]]:
!>
!> \[
!>   DF = GKF\,(1-FCROCK)\,{\max(0,\,TAUK-\tau_c)\over\tau_c}.
!> \]
!>
!> The erosion rate is then
!>
!> \[
!>   GNU =
!>   \begin{cases}
!>     (DR+DF)/RHOSO, & DLS < DLSMAX,\\
!>     0, & DLS \ge DLSMAX.
!>   \end{cases}
!> \]
!>
!> @note The rainfall-intensity and drip-size class selections (`ISGMR`,
!> `ISCD`) still use the original branchless switch function
!> `SF2(x,y)=0.5+\mathrm{sign}(0.5,x-y)`, summed over class boundaries, rather
!> than an `IF`/`ELSE IF` chain: an intermediate modernisation replaced it
!> with branches and was reverted for performance, restoring this original
!> form (unchanged since the 1994 Fortran 77 version).
!> @endnote"
SYOVTR,subroutine,src/sediment/SYmod.f90,SYmod,3867,3970,3808,3808,False,src/sediment/sy_transport_capacity.f90,sy_transport_capacity,"Transport-capacity, critical-shear and settling-velocity relations.",0,,0,,"!> Calculates overland-flow sediment transport capacity for one element.
!>
!> `SYOVTR` implements the manual's overland transport-capacity switch
!> `ISGSED` for the current land element. The manual notes that both available
!> formulae were derived for non-cohesive channel transport and their use for
!> rainfall-driven overland flow is uncertain; [[sycolm]] applies the additional
!> total concentration cap `FPCRIT` after this routine returns.
!>
!> The representative particle diameter \(d_{50}\) is the median diameter of
!> the currently available sediment mix, obtained from [[sydr]] with `VDSED`
!> and `DRSED`.
!>
!> Capacity is summed only over faces with positive `QWAT`. The face length
!> follows the OC face convention used by the code:
!>
!> | Faces | Length |
!> |:------|:-------|
!> | 1 and 3 | `DYQQE` |
!> | 2 and 4 | `DXQQE` |
!>
!> For `ISGSED = 1`, the Engelund-Hansen-style branch uses water depth \(h\),
!> face discharge \(Q_f\), and slope \(S_f\):
!>
!> \[
!>   G_f =
!>   {0.05\rho_w^2\,Q_f^2S_f^{3/2}\over
!>    (\rho_s-\rho_w)^2\sqrt{g}\,L_f\sqrt{h}\,d_{50}} .
!> \]
!>
!> For `ISGSED = 0`, the Yalin-style branch first obtains a critical shear
!> stress \(\tau_c\) from [[sycrit]] using the Shields option and computes
!>
!> \[
!>   T = {\max(\tau_f-\tau_c,0)\over\tau_c},\qquad
!>   A = {2.45(\rho_s/\rho_w)^{-0.4}\over
!>        \sqrt{(\rho_s-\rho_w)g}}\sqrt{\tau_c/d_{50}},
!> \]
!>
!> \[
!>   G_f =
!>   {0.635\over\sqrt{\rho_w}}\sqrt{\tau_f}\,d_{50}L_f
!>   \left(T-{\log(1+AT)\over A}\right).
!> \]
!>
!> Any other `ISGSED` value gives zero capacity. The returned `GJSUM` is
!> \(\sum_f G_f\) over outflowing faces.
!>
!> @note The Engelund-Hansen branch is skipped when `DWAT1E <= 0`, returning
!> zero capacity. Both active formula branches use powers or square roots of
!> slope/shear directly, so upstream hydraulic calculations are expected to
!> provide non-negative active-face values.
!> @endnote
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2026-04-07 | SvB | 4.6.1 | Replaced the runtime ""first call"" caching of `K1_syovtr`/`K3_syovtr`/`K4_syovtr` with compile-time `PARAMETER`s (declared at module scope, since they no longer need `SAVE`d state). |
!> | 2026-04-12 | SvB | 4.6.1 | Precalculated the four face lengths into `FLJ_ARRAY` instead of a per-face `MOD` test. |
!> @endhistory"
