file,module,name,line,type,attrs,dims,is_parameter,has_init,doc
src/contaminant/column/colm_co.f90,COLM_CO,QQRFO,78,DOUBLEPRECISION,"DIMENSION(:), ALLOCATABLE",(:),False,False,Previous upward water-volume flow through the column base (m3/s).
src/contaminant/column/colm_co.f90,COLM_CO,RSZWLO,79,DOUBLEPRECISION,"DIMENSION(:), ALLOCATABLE",(:),False,False,Previous total VSS well flux at each source element (m/s).
src/contaminant/column/colm_co.f90,COLM_CO,ZONEO,80,DOUBLEPRECISION,"DIMENSION(:), ALLOCATABLE",(:),False,False,"Previous nondimensional active-column depth, `(ZGRUND-ZCOLMB)/Z2`."
src/contaminant/column/colm_co.f90,COLM_CO,GGAMMO,81,DOUBLEPRECISION,"DIMENSION(:, :), ALLOCATABLE","(:, :)",False,False,Previous dynamic/dead-space coupling rate by column and cell (1/s).
src/contaminant/column/colm_co.f90,COLM_CO,QQQSWO,82,DOUBLEPRECISION,"DIMENSION(:, :), ALLOCATABLE","(:, :)",False,False,Previous surface-water volume flow into each column face (m3/s).
src/contaminant/column/colm_co.f90,COLM_CO,QQO,83,DOUBLEPRECISION,"DIMENSION(:, :, :), ALLOCATABLE","(:, :, :)",False,False,Previous solver-scaled subsurface flow into each cell face (m3/s).
src/contaminant/column/colm_co.f90,COLM_CO,UUAJPO,84,DOUBLEPRECISION,"DIMENSION(:, :), ALLOCATABLE","(:, :)",False,False,Previous upward vertical water flux by column and cell interface (m/s).
src/contaminant/column/colm_co.f90,COLM_CO,VSTHEO,85,DOUBLEPRECISION,"DIMENSION(:, :), ALLOCATABLE","(:, :)",False,False,Previous effective volumetric water content by column and cell.
src/contaminant/is_cc.f90,IS_CC,ISADNL,49,LOGICAL,,,False,False,Intended nonlinear-adsorption flag from `CM13`; module value is currently unassigned.
src/contaminant/is_cc.f90,IS_CC,ISBK,50,LOGICAL,,,False,False,True while the current contaminant column is a bank element.
src/contaminant/is_cc.f90,IS_CC,ISFLXB,51,LOGICAL,,,False,False,Intended flux-concentration base-boundary flag from `CM5`; module value is currently unassigned.
src/contaminant/is_cc.f90,IS_CC,ISPLT,52,LOGICAL,,,False,False,Intended contaminant plant-uptake flag; currently unassigned.
src/contaminant/is_cc.f90,IS_CC,ISMN,53,LOGICAL,,,False,False,Nitrate-component flag established from rundata file unit 53.
src/contaminant/link/link_cc.f90,LINK_CC,ACPBD1,60,DOUBLEPRECISION,,,False,False,"Current scaled bed/deposited-material area, `ACPBI+ARBDEP/Z2SQ`."
src/contaminant/link/link_cc.f90,LINK_CC,ACPBDT,61,DOUBLEPRECISION,,,False,False,Scaled-time change in `ACPBD1`; zero for a dry link.
src/contaminant/link/link_cc.f90,LINK_CC,ACPBS,62,DOUBLEPRECISION,,,False,False,Scaled bed-surface-layer area copied from `ACPBSG`.
src/contaminant/link/link_cc.f90,LINK_CC,ACSFA1,63,DOUBLEPRECISION,,(6),False,False,Scaled stream-water areas for the six adjacent-link/end slots.
src/contaminant/link/link_cc.f90,LINK_CC,ACPSF1,64,DOUBLEPRECISION,,,False,False,"Current scaled stream-water area, `ARXL/Z2SQ`."
src/contaminant/link/link_cc.f90,LINK_CC,ACPSFT,65,DOUBLEPRECISION,,,False,False,Scaled-time change in stream-water area; zero for a dry link.
src/contaminant/link/link_cc.f90,LINK_CC,CCBD1Q,67,DOUBLEPRECISION,,,False,False,Updated deep-bed concentration of the preceding numeric contaminant.
src/contaminant/link/link_cc.f90,LINK_CC,CCPBK,68,DOUBLEPRECISION,,"(2,LLEE)",False,False,Previous dynamic-region concentrations in the two adjacent banks.
src/contaminant/link/link_cc.f90,LINK_CC,CCPGS1,69,DOUBLEPRECISION,,(2),False,False,Current ground-surface-cell concentration in each adjacent bank.
src/contaminant/link/link_cc.f90,LINK_CC,CCBS1Q,70,DOUBLEPRECISION,,,False,False,Updated bed-surface concentration of the preceding numeric contaminant.
src/contaminant/link/link_cc.f90,LINK_CC,CCSFA1,71,DOUBLEPRECISION,,(6),False,False,Current stream-water concentrations for adjacent-link/end slots.
src/contaminant/link/link_cc.f90,LINK_CC,CCSF1Q,72,DOUBLEPRECISION,,,False,False,Updated stream-water concentration of the preceding numeric contaminant.
src/contaminant/link/link_cc.f90,LINK_CC,SCPBK,73,DOUBLEPRECISION,,"(2,LLEE)",False,False,Previous dead-space concentrations in the two adjacent banks.
src/contaminant/link/link_cc.f90,LINK_CC,WCPBD1,75,DOUBLEPRECISION,,,False,False,Signed scaled coefficient for change in bed/deposited area.
src/contaminant/link/link_cc.f90,LINK_CC,VCPBK1,76,DOUBLEPRECISION,,,False,False,"Scaled bank-erosion rate, `Z2OD*GNUBK`."
src/contaminant/link/link_cc.f90,LINK_CC,ICP1,78,DOUBLEPRECISION,,,False,False,Scaled dry-deposition input with the link-equation sign convention.
src/contaminant/link/link_cc.f90,LINK_CC,ICPSBD,79,DOUBLEPRECISION,,,False,False,Deep-bed contaminant source from infiltrating sediment.
src/contaminant/link/link_cc.f90,LINK_CC,ICSBDC,80,DOUBLEPRECISION,,,False,False,Concentration derivative of `ICPSBD`.
src/contaminant/link/link_cc.f90,LINK_CC,ICSBDT,81,DOUBLEPRECISION,,,False,False,Scaled-time derivative of `ICPSBD`.
src/contaminant/link/link_cc.f90,LINK_CC,ICPSBS,82,DOUBLEPRECISION,,,False,False,Bed-surface contaminant source from infiltrating sediment.
src/contaminant/link/link_cc.f90,LINK_CC,ICSBSC,83,DOUBLEPRECISION,,,False,False,Concentration derivative of `ICPSBS`.
src/contaminant/link/link_cc.f90,LINK_CC,ICSBST,84,DOUBLEPRECISION,,,False,False,Scaled-time derivative of `ICPSBS`.
src/contaminant/link/link_cc.f90,LINK_CC,QCP1,85,DOUBLEPRECISION,,,False,False,Scaled rainfall and irrigation/well contaminant input.
src/contaminant/link/link_cc.f90,LINK_CC,FCPBD,87,DOUBLEPRECISION,,,False,False,Deep-bed storage/retardation factor.
src/contaminant/link/link_cc.f90,LINK_CC,FCPBDC,88,DOUBLEPRECISION,,,False,False,Concentration derivative of `FCPBD`.
src/contaminant/link/link_cc.f90,LINK_CC,FCBD1Q,89,DOUBLEPRECISION,,,False,False,Updated `FCPBD` for the preceding numeric contaminant.
src/contaminant/link/link_cc.f90,LINK_CC,FCPBDT,90,DOUBLEPRECISION,,,False,False,Scaled-time derivative of `FCPBD`.
src/contaminant/link/link_cc.f90,LINK_CC,FCPBK,91,DOUBLEPRECISION,,"(2,LLEE)",False,False,Dynamic-region storage factors in adjacent bank cells.
src/contaminant/link/link_cc.f90,LINK_CC,FCPBS,92,DOUBLEPRECISION,,,False,False,Bed-surface storage/retardation factor.
src/contaminant/link/link_cc.f90,LINK_CC,FCPBSC,93,DOUBLEPRECISION,,,False,False,Concentration derivative of `FCPBS`.
src/contaminant/link/link_cc.f90,LINK_CC,FCBS1Q,94,DOUBLEPRECISION,,,False,False,Updated `FCPBS` for the preceding numeric contaminant.
src/contaminant/link/link_cc.f90,LINK_CC,FCPBST,95,DOUBLEPRECISION,,,False,False,Scaled-time derivative of `FCPBS`.
src/contaminant/link/link_cc.f90,LINK_CC,FCPSW1,96,DOUBLEPRECISION,,(2),False,False,Updated surface-water storage factor for each adjacent bank.
src/contaminant/link/link_cc.f90,LINK_CC,FCPSD,97,DOUBLEPRECISION,,,False,False,Storage factor for newly deposited sediment at stream concentration.
src/contaminant/link/link_cc.f90,LINK_CC,FCPSDC,98,DOUBLEPRECISION,,,False,False,Concentration derivative of `FCPSD`.
src/contaminant/link/link_cc.f90,LINK_CC,FCPSDT,99,DOUBLEPRECISION,,,False,False,Scaled-time derivative of `FCPSD`.
src/contaminant/link/link_cc.f90,LINK_CC,FCPSF,100,DOUBLEPRECISION,,,False,False,Stream-water/mobile-sediment storage factor.
src/contaminant/link/link_cc.f90,LINK_CC,FCSFA1,101,DOUBLEPRECISION,,(6),False,False,Updated stream-water storage factors for adjacent-link/end slots.
src/contaminant/link/link_cc.f90,LINK_CC,FCPSFC,102,DOUBLEPRECISION,,,False,False,Concentration derivative of `FCPSF`.
src/contaminant/link/link_cc.f90,LINK_CC,FCSF1Q,103,DOUBLEPRECISION,,,False,False,Updated `FCPSF` for the preceding numeric contaminant.
src/contaminant/link/link_cc.f90,LINK_CC,FCPSFT,104,DOUBLEPRECISION,,,False,False,Scaled-time derivative of `FCPSF`.
src/contaminant/link/link_cc.f90,LINK_CC,GCPBK,105,DOUBLEPRECISION,,"(2,LLEE)",False,False,Dead-space storage factors in adjacent bank cells.
src/contaminant/link/link_cc.f90,LINK_CC,NCEBK,107,INTEGER,,(2),False,False,First exposed bank-cell index on each side of the link.
src/contaminant/link/link_cc.f90,LINK_CC,PCPBK1,109,DOUBLEPRECISION,,"(2,LLEE)",False,False,Signed bank-cell exchange numbers; positive flow enters the link.
src/contaminant/link/link_cc.f90,LINK_CC,PCPSB1,110,DOUBLEPRECISION,,(2),False,False,Signed bank-bed exchange numbers; positive flow enters the link.
src/contaminant/link/link_cc.f90,LINK_CC,PCSFA1,111,DOUBLEPRECISION,,(6),False,False,Signed exchange numbers for adjacent-link/end slots.
src/contaminant/link/link_cc.f90,LINK_CC,PCPSW1,112,DOUBLEPRECISION,,(2),False,False,Signed bank surface-water exchange numbers.
src/contaminant/link/link_cc.f90,LINK_CC,PCSFM1,113,DOUBLEPRECISION,,,False,False,Signed stream-water exchange number at link end 1.
src/contaminant/link/link_cc.f90,LINK_CC,PCSFP1,114,DOUBLEPRECISION,,,False,False,Signed stream-water exchange number at link end 2.
src/contaminant/link/link_cc.f90,LINK_CC,ECPBD,116,DOUBLEPRECISION,,,False,False,Intended deep-bed sink; currently set to zero by `LINKSM`.
src/contaminant/link/link_cc.f90,LINK_CC,ECPBDC,117,DOUBLEPRECISION,,,False,False,Intended concentration derivative of `ECPBD`; currently zero.
src/contaminant/link/link_cc.f90,LINK_CC,ECPBDT,118,DOUBLEPRECISION,,,False,False,Intended scaled-time derivative of `ECPBD`; currently zero.
src/contaminant/link/link_cc.f90,LINK_CC,ECPBS,119,DOUBLEPRECISION,,,False,False,Intended bed-surface sink; currently set to zero by `LINKSM`.
src/contaminant/link/link_cc.f90,LINK_CC,ECPBSC,120,DOUBLEPRECISION,,,False,False,Intended concentration derivative of `ECPBS`; currently zero.
src/contaminant/link/link_cc.f90,LINK_CC,ECPBST,121,DOUBLEPRECISION,,,False,False,Intended scaled-time derivative of `ECPBS`; currently zero.
src/contaminant/link/link_cc.f90,LINK_CC,ECPSF,122,DOUBLEPRECISION,,,False,False,Intended stream-water sink; currently set to zero by `LINKSM`.
src/contaminant/link/link_cc.f90,LINK_CC,ECPSFC,123,DOUBLEPRECISION,,,False,False,Intended concentration derivative of `ECPSF`; currently zero.
src/contaminant/link/link_cc.f90,LINK_CC,ECPSFT,124,DOUBLEPRECISION,,,False,False,Intended scaled-time derivative of `ECPSF`; currently zero.
src/contaminant/link/link_cc.f90,LINK_CC,USCP,126,DOUBLEPRECISION,,,False,False,"Numeric wetness indicator: one for stream water, zero for a dry link."
src/contaminant/link/link_cc.f90,LINK_CC,ACSBD1,128,DOUBLEPRECISION,,,False,False,Scaled transfer coefficient between deep bed and bed surface.
src/contaminant/link/link_cc.f90,LINK_CC,ACSBS1,129,DOUBLEPRECISION,,,False,False,Scaled transfer coefficient between bed surface and stream water.
src/contaminant/link/link_cc.f90,LINK_CC,GCPLAL,130,DOUBLEPRECISION,,,False,False,Decay/generation coefficient for the current contaminant.
src/contaminant/link/link_cc.f90,LINK_CC,GCPLAQ,131,DOUBLEPRECISION,,,False,False,Decay/generation coefficient of the preceding numeric contaminant.
src/contaminant/link/link_cc1.f90,LINK_CC1,KS,47,DOUBLEPRECISION,,,False,False,Current link length divided by the reference length `Z2`.
src/contaminant/link/link_cc1.f90,LINK_CC1,KSPBK,48,DOUBLEPRECISION,,"(2,LLEE)",False,False,"Bank-cell thickness divided by `Z2`, for the two adjacent banks."
src/contaminant/link/link_cw.f90,LINK_CW,ACPBDO,72,DOUBLEPRECISION,,(NLFEE),False,False,Last stored scaled bed/deposited-material area for each link.
src/contaminant/link/link_cw.f90,LINK_CW,ACPBSG,73,DOUBLEPRECISION,,(NLFEE),False,False,"Fixed scaled bed-surface area, `DBS*CWIDTH/Z2SQ`."
src/contaminant/link/link_cw.f90,LINK_CW,ACPBI,74,DOUBLEPRECISION,,(NLFEE),False,False,Baseline scaled bed/deposited-material area before `ARBDEP` is added.
src/contaminant/link/link_cw.f90,LINK_CW,ACPSFO,75,DOUBLEPRECISION,,(NLFEE),False,False,Last stored scaled stream-water area for each link.
src/contaminant/link/link_cw.f90,LINK_CW,DBS,77,DOUBLEPRECISION,,,False,False,"Depth from the river bed to the base of the surface-bed layer (m), from `CM15`."
src/contaminant/link/link_cw.f90,LINK_CW,DBDI,78,DOUBLEPRECISION,,,False,False,"Initial depth from the river bed to the base of the deep-bed layer (m), from `CM17`."
src/contaminant/link/link_cw.f90,LINK_CW,LENDA,80,INTEGER,,(6),False,False,End number on the adjacent link represented by each current-link connection slot.
src/contaminant/link/link_cw.f90,LINK_CW,THBED,82,DOUBLEPRECISION,,(NLFEE),False,False,Current thickness-weighted stream-bed volumetric moisture content.
src/contaminant/link/link_cw.f90,LINK_CW,THBEDO,83,DOUBLEPRECISION,,(NLFEE),False,False,Preceding stream-bed moisture content passed to `FRET`.
src/contaminant/plant_cc.f90,PLANT_CC,NTEMP1,70,INTEGER,PARAMETER,,True,True,Unused legacy element count for initializing `BCPAA` and `BCPBB`.
src/contaminant/plant_cc.f90,PLANT_CC,NTEMP2,71,INTEGER,PARAMETER,,True,True,Unused legacy plant-type/contaminant element count.
src/contaminant/plant_cc.f90,PLANT_CC,GENAA,73,DOUBLEPRECISION,,(NPELEE),False,False,"Compartment-A decay generation carried to the next numeric contaminant, by plant slot."
src/contaminant/plant_cc.f90,PLANT_CC,GENBB,74,DOUBLEPRECISION,,(NPELEE),False,False,"Compartment-B decay generation carried to the next numeric contaminant, by plant slot."
src/contaminant/plant_cc.f90,PLANT_CC,GCPL,75,DOUBLEPRECISION,,,False,False,"Active contaminant's dimensionless decay coefficient, copied from `GCPLA` by `PLCOLM`."
src/contaminant/plant_cc.f90,PLANT_CC,GMCPAA,76,DOUBLEPRECISION,,,False,False,"Current dimensionless compartment-A mass factor, `1-DELONE`."
src/contaminant/plant_cc.f90,PLANT_CC,GMCPBB,77,DOUBLEPRECISION,,,False,False,"Current dimensionless compartment-B mass factor, `PFTWO*DELONE/PF2MAX`."
src/contaminant/plant_cc.f90,PLANT_CC,GMCBBD,78,DOUBLEPRECISION,,,False,False,Change in the compartment-B mass factor per dimensionless timestep.
src/contaminant/plant_cc.f90,PLANT_CC,QCPAA,79,DOUBLEPRECISION,,,False,False,Scaled contaminant uptake rate assigned to plant compartment A.
src/contaminant/plant_cc.f90,PLANT_CC,QCPBB,80,DOUBLEPRECISION,,,False,False,Scaled contaminant uptake rate assigned to plant compartment B.
src/contaminant/plant_cc.f90,PLANT_CC,RHOPL,81,DOUBLEPRECISION,,,False,True,Plant-material density used to scale contaminant and nitrate plant mass.
src/contaminant/plant_cc.f90,PLANT_CC,BCPAA,83,DOUBLEPRECISION,,"(NELEE, NPELEE, NCONEE)",False,True,Persistent relative contaminant concentration in plant compartment A.
src/contaminant/plant_cc.f90,PLANT_CC,BCPBB,84,DOUBLEPRECISION,,"(NELEE, NPELEE, NCONEE)",False,True,Persistent relative contaminant concentration in plant compartment B.
src/contaminant/plant_cc.f90,PLANT_CC,DELONE,86,DOUBLEPRECISION,,(NPLTEE),False,True,"Fraction assigned to the canopy-dependent annual-growth compartment B, by plant type."
src/contaminant/plant_cc.f90,PLANT_CC,DELTWO,87,DOUBLEPRECISION,,(NPLTEE),False,True,Fraction of released compartment-B contaminant returned directly to the top cell.
src/contaminant/plant_cc.f90,PLANT_CC,DELTHR,88,DOUBLEPRECISION,,(NPLTEE),False,True,"Multiplier on compartment-B contaminant uptake capacity, by plant type."
src/contaminant/plant_cc.f90,PLANT_CC,DELFOU,89,DOUBLEPRECISION,,(NPLTEE),False,True,"Current recycling fraction for falling compartment-B mass, selected by `PLPREP`."
src/contaminant/plant_cc.f90,PLANT_CC,FLEFT,90,DOUBLEPRECISION,,(NPLTEE),False,False,Zero-canopy fallback for `DELFOU`; currently uninitialized.
src/contaminant/plant_cc.f90,PLANT_CC,GMCBBO,92,DOUBLEPRECISION,,"(NELEE, NPELEE)",False,False,"Previous compartment-B mass factor, used to calculate `GMCBBD`."
src/contaminant/plant_cc.f90,PLANT_CC,NPL,94,INTEGER,,(NELEE),False,False,Number of active plant slots on each soil column.
src/contaminant/plant_cc.f90,PLANT_CC,NPLTYP,95,INTEGER,,"(NELEE, NPELEE)",False,True,Plant type assigned to each soil-column plant slot; all entries initially 1.
src/contaminant/plant_cc.f90,PLANT_CC,NPLT,96,INTEGER,,,False,False,"Total number of plant types, set to `NV` by `INPL`."
src/contaminant/plant_cc.f90,PLANT_CC,PKMAX,98,DOUBLEPRECISION,,"(NPLTEE, NCONEE)",False,False,Maximum contaminant uptake coefficient by plant type and contaminant.
src/contaminant/plant_cc.f90,PLANT_CC,PMASS,99,DOUBLEPRECISION,,(NPLTEE),False,False,"Maximum plant-material mass per unit ground area, by plant type."
src/contaminant/plant_cc.f90,PLANT_CC,PFONE,101,DOUBLEPRECISION,,"(NELEE, NPELEE)",False,False,Fractional ground cover of each soil-column plant slot.
src/contaminant/plant_cc.f90,PLANT_CC,PFTWO,102,DOUBLEPRECISION,,(NPLTEE),False,False,"Current canopy leaf area index copied from `CLAI`, by plant type."
src/contaminant/plant_cc.f90,PLANT_CC,PF2MAX,103,DOUBLEPRECISION,,(NPLTEE),False,False,"Maximum canopy leaf area index used to normalize `PFTWO`, by plant type."
src/contaminant/plant_cc.f90,PLANT_CC,PDZF3,104,DOUBLEPRECISION,,"(NELEE, NPELEE, LLEE)",False,False,Root fraction; declaration and current access orders disagree as warned above.
src/contaminant/plant_cc.f90,PLANT_CC,XXI,106,DOUBLEPRECISION,,,False,False,Uninitialized weighting applied with the mobile-water fraction in contaminant transport and plant uptake.
src/contaminant/sed_co.f90,SED_CO,DLSO,55,DOUBLEPRECISION,,(NELEE),False,False,Previous loose/bed-sediment depth by element [m]; actively used for columns.
src/contaminant/sed_co.f90,SED_CO,GNUO,56,DOUBLEPRECISION,,(NELEE),False,False,Previous ground-surface erosion depth rate by element [m/s]; actively used for columns.
src/contaminant/sed_co.f90,SED_CO,FBETAO,58,DOUBLEPRECISION,,"(NELEE, NSEDEE)",False,False,Previous loose/bed-sediment composition fraction by element and size class.
src/contaminant/sed_co.f90,SED_CO,FDELO,59,DOUBLEPRECISION,,"(NELEE, NSEDEE)",False,False,Previous `FDEL` settled-depth/water-depth ratio by element and size class.
src/contaminant/sed_co.f90,SED_CO,FBBEDO,60,DOUBLEPRECISION,,"(NLFEE, NSEDEE)",False,False,Previous combined channel-bed composition fraction by link and size class.
src/contaminant/sed_co.f90,SED_CO,FBTSDO,61,DOUBLEPRECISION,,"(NLFEE, NSEDEE)",False,False,Previous newly deposited sediment composition fraction by link and size class.
src/core/mod_parameters.f90,mod_parameters,R8P,56,integer,parameter,,True,True,Real kind with precision >= 15 and range >= 307.
src/core/mod_parameters.f90,mod_parameters,R4P,57,integer,parameter,,True,True,Real kind with precision >= 6 and range >= 37.
src/core/mod_parameters.f90,mod_parameters,R_P,58,integer,parameter,,True,True,"Project-selected real-kind alias, currently `R8P`."
src/core/mod_parameters.f90,mod_parameters,I8P,60,integer,parameter,,True,True,Integer kind with decimal range >= 18.
src/core/mod_parameters.f90,mod_parameters,I4P,61,integer,parameter,,True,True,Integer kind with decimal range >= 9.
src/core/mod_parameters.f90,mod_parameters,I2P,62,integer,parameter,,True,True,Integer kind with decimal range >= 4.
src/core/mod_parameters.f90,mod_parameters,I1P,63,integer,parameter,,True,True,Integer kind with decimal range >= 2.
src/core/mod_parameters.f90,mod_parameters,I_P,64,integer,parameter,,True,True,"Project-selected integer-kind alias, currently `I4P`."
src/core/mod_parameters.f90,mod_parameters,LENGTH_FILEPATH,68,integer(kind=I_P),parameter,,True,True,Project path buffer; classic Windows `MAX_PATH` size.
src/core/mod_parameters.f90,mod_parameters,LENGTH_LINE,69,integer(kind=I_P),parameter,,True,True,Short text and diagnostic buffer length.
src/core/mod_parameters.f90,mod_parameters,LENGTH_LINELONG,70,integer(kind=I_P),parameter,,True,True,Long text buffer; used for parser diagnostics.
src/core/mod_parameters.f90,mod_parameters,LENGTH_LINEVERYLONG,71,integer(kind=I_P),parameter,,True,True,Very-long text buffer; upper bound for the dated meteorological record buffer in [[rest]].
src/core/mod_parameters.f90,mod_parameters,LENGTH_TEXT_R8P,72,integer(kind=I_P),parameter,,True,True,"Characters reserved per free-format `R8P` value, including its separator."
src/core/mod_parameters.f90,mod_parameters,NAN_REAL_R8P,76,real(kind=R8P),parameter,,True,True,Finite missing-value sentinel stored as `R8P`.
src/core/mod_parameters.f90,mod_parameters,NAN_REAL_R_P,77,real(kind=R_P),parameter,,True,True,Same sentinel stored with project real kind `R_P`.
src/core/mod_parameters.f90,mod_parameters,NAN_INT_I4P,78,integer(kind=I_P),parameter,,True,True,Finite integer sentinel; `I_P` currently equals `I4P`.
src/core/mod_parameters.f90,mod_parameters,NAN_INT_I_P,79,integer(kind=I_P),parameter,,True,True,Alias of `NAN_INT_I4P` for project integer kind `I_P`.
src/core/sglobal.f90,sglobal,SHEVER,111,REAL(KIND=R8P),PARAMETER,,True,True,SHETRAN version number (Major.Minor format).
src/core/sglobal.f90,sglobal,BDEVER,112,LOGICAL,PARAMETER,,True,True,"Development version flag. `.TRUE.` for development, `.FALSE.` for release."
src/core/sglobal.f90,sglobal,BANNER,113,CHARACTER(*),PARAMETER,,True,True,Banner for local implementation.
src/core/sglobal.f90,sglobal,RUNFIL,114,CHARACTER(*),PARAMETER,,True,True,Base filename for run data files.
src/core/sglobal.f90,sglobal,nxee,119,INTEGER(KIND=I_P),PARAMETER,,True,True,Maximum basic-grid extent in the x direction.
src/core/sglobal.f90,sglobal,nyee,120,INTEGER(KIND=I_P),PARAMETER,,True,True,Maximum basic-grid extent in the y direction.
src/core/sglobal.f90,sglobal,nlfee,121,INTEGER(KIND=I_P),PARAMETER,,True,True,Maximum number of channel links.
src/core/sglobal.f90,sglobal,nelee,122,INTEGER(KIND=I_P),PARAMETER,,True,True,"Maximum total number of grid, bank, and channel-link elements."
src/core/sglobal.f90,sglobal,LLEE,123,INTEGER(KIND=I_P),PARAMETER,,True,True,Maximum number of vertical computational cells per element.
src/core/sglobal.f90,sglobal,NVEE,125,INTEGER(KIND=I_P),PARAMETER,,True,True,"Vegetation/meteorological-series capacity, including rainfall stations."
src/core/sglobal.f90,sglobal,NSEE,126,INTEGER(KIND=I_P),PARAMETER,,True,True,Maximum number of soil types.
src/core/sglobal.f90,sglobal,NVSEE,127,INTEGER(KIND=I_P),PARAMETER,,True,True,Maximum number of entries in VSS lookup and boundary tables.
src/core/sglobal.f90,sglobal,NVBP,128,INTEGER(KIND=I_P),PARAMETER,,True,True,Maximum time-varying vegetation breakpoints per vegetation type.
src/core/sglobal.f90,sglobal,NUZTAB,129,INTEGER(KIND=I_P),PARAMETER,,True,True,"Maximum PSI, RCF, and FET lookup entries per vegetation type."
src/core/sglobal.f90,sglobal,NLYREE,130,INTEGER(KIND=I_P),PARAMETER,,True,True,Soil-layer boundary capacity (maximum layers plus one).
src/core/sglobal.f90,sglobal,NSETEE,131,INTEGER(KIND=I_P),PARAMETER,,True,True,Maximum output sets in legacy binary results metadata.
src/core/sglobal.f90,sglobal,NOCTAB,132,INTEGER(KIND=I_P),PARAMETER,,True,True,"Maximum OC roughness, cross-section, or boundary-table category count."
src/core/sglobal.f90,sglobal,NSEDEE,133,INTEGER(KIND=I_P),PARAMETER,,True,True,Maximum number of sediment size fractions.
src/core/sglobal.f90,sglobal,NCONEE,134,INTEGER(KIND=I_P),PARAMETER,,True,True,Maximum number of numeric contaminants.
src/core/sglobal.f90,sglobal,NOLEE,135,INTEGER(KIND=I_P),PARAMETER,,True,True,Maximum contaminant column-overlap entries.
src/core/sglobal.f90,sglobal,NPLTEE,136,INTEGER(KIND=I_P),PARAMETER,,True,True,Maximum number of contaminant plant types.
src/core/sglobal.f90,sglobal,NPELEE,137,INTEGER(KIND=I_P),PARAMETER,,True,True,Maximum number of contaminant plant slots per element.
src/core/sglobal.f90,sglobal,max_no_snowmelt_slugs,138,INTEGER(KIND=I_P),PARAMETER,,True,True,Maximum stored snowmelt-slug records per element.
src/core/sglobal.f90,sglobal,NXSCEE,139,INTEGER(KIND=I_P),PARAMETER,,True,True,Number of samples in each channel cross-section/conveyance table.
src/core/sglobal.f90,sglobal,total_no_elements,144,INTEGER(KIND=I_P),,,False,True,"Active total number of grid, bank, and channel-link elements."
src/core/sglobal.f90,sglobal,total_no_links,145,INTEGER(KIND=I_P),,,False,True,Active number of channel links; link elements occupy the first indices.
src/core/sglobal.f90,sglobal,top_cell_no,146,INTEGER(KIND=I_P),,,False,True,Greatest active VSS cell index across all element columns.
src/core/sglobal.f90,sglobal,szmonte,147,INTEGER(KIND=I_P),,,False,True,Inactive retained Monte Carlo state; no current consumer.
src/core/sglobal.f90,sglobal,ran2monte1,148,INTEGER(KIND=I_P),,,False,True,Inactive retained Monte Carlo state; no current consumer.
src/core/sglobal.f90,sglobal,ran2monte2,149,INTEGER(KIND=I_P),,,False,True,Inactive retained Monte Carlo state; no current consumer.
src/core/sglobal.f90,sglobal,pcmonte,150,INTEGER(KIND=I_P),,,False,True,Inactive retained Monte Carlo state; no current consumer.
src/core/sglobal.f90,sglobal,montec,151,INTEGER(KIND=I_P),"DIMENSION(:, :), ALLOCATABLE","(:, :)",False,False,Inactive Monte Carlo array; never allocated by current code.
src/core/sglobal.f90,sglobal,DIRQQ,152,CHARACTER(LEN=LENGTH_FILEPATH),,,False,False,Parent directory of the selected rundata file; may be `.` or a pathname.
src/core/sglobal.f90,sglobal,filnam,153,CHARACTER(LEN=LENGTH_FILEPATH),,,False,False,Mutable filename buffer used by command-line setup and rundata-record reading.
src/core/sglobal.f90,sglobal,cnam,154,CHARACTER(LEN=LENGTH_FILEPATH),,,False,False,Catchment name derived from the selected rundata filename stem.
src/core/sglobal.f90,sglobal,rootdir,155,CHARACTER(LEN=LENGTH_FILEPATH),,,False,False,Process working directory captured at command-line setup.
src/core/sglobal.f90,sglobal,hdf5filename,156,CHARACTER(LEN=LENGTH_FILEPATH),,,False,False,HDF5 pathname from nonblank rundata record 50.
src/core/sglobal.f90,sglobal,visualisation_plan_filename,157,CHARACTER(LEN=LENGTH_FILEPATH),,,False,False,Visualisation-plan pathname from nonblank rundata record 48.
src/core/sglobal.f90,sglobal,visualisation_check_filename,158,CHARACTER(LEN=LENGTH_FILEPATH),,,False,False,Visualisation-check pathname from nonblank rundata record 49.
src/core/sglobal.f90,sglobal,UZNOW,159,REAL(KIND=R8P),,,False,False,Current simulation time measured from the configured start [h].
src/core/sglobal.f90,sglobal,cellarea,160,REAL(KIND=R8P),DIMENSION(nelee),(nelee),False,False,"Plan area of each active element, `DXQQ*DYQQ` [m2]."
src/core/sglobal.f90,sglobal,DXQQ,161,REAL(KIND=R8P),DIMENSION(nelee),(nelee),False,False,Corrected x-direction plan dimension of each active element [m].
src/core/sglobal.f90,sglobal,DYQQ,162,REAL(KIND=R8P),DIMENSION(nelee),(nelee),False,False,Corrected y-direction plan dimension of each active element [m].
src/core/sglobal.f90,sglobal,ZGRUND,163,REAL(KIND=R8P),DIMENSION(nelee),(nelee),False,False,Ground-surface elevation of each active element [m].
src/core/sglobal.f90,sglobal,flag_runtime_reduction_errors,170,LOGICAL,,,False,False,Latest `ERROR` call requested timestep reduction for error 1024 or 1030.
